id,state,location,guests,beds,property_type,n_reviews,rating,price
KB6304,Massachusetts,"South End, Boston.",2,1,House,133.0,90.0,144
UY6011,Massachusetts,"Hyde Park, Boston.",4,3,Condominium,17.0,92.0,122
WU4209,Illinois,"Logan Square, Chicago.",14,1,House,10.0,91.0,55
MZ1922,ILLINOIS,"Near North Side, Chicago.",4,2,Apartment,31.0,92.0,175
SG1703,Massachusetts,"North End, Boston.",2,1,Apartment,1.0,98.0,175
PB4847,California,"Venice, Los Angeles.",5,2,Apartment,42.0,95.0,198
ZL2408,Illinois,"Lakeview, Chicago.",2,1,Apartment,391.0,93.0,98
TZ4276,california,"Echo Park, Los Angeles.",2,1,Apartment,3.0,100.0,110
DQ8676,California,"Bernal Heights, San Francisco.",2,1,House,75.0,100.0,119
AC6468,Massachusetts,"Back Bay, Boston.",5,2,Apartment,36.0,91.0,100
XR4748,Illinois,"Loop, Chicago.",4,2,Apartment,8.0,94.0,139
DY4961,California,"West Hollywood, Los Angeles.",6,3,Apartment,38.0,91.0,159
CF8725,MASSACHUSETTS,"East Boston, Boston.",2,1,Apartment,12.0,96.0,74
MB7199,Illinois,"Rogers Park, Chicago.",2,1,Apartment,0.0,,74
LX2401,massachusetts,"South Boston, Boston.",6,3,Condominium,4.0,95.0,144
QL4135,Illinois,"Old Town, Chicago.",2,1,House,110.0,95.0,92
EB7367,ILLINOIS,"Lakeview, Chicago.",4,2,Apartment,15.0,94.0,125
LR4590,Massachusetts,"Fenway/Kenmore, Boston.",5,2,Apartment,3.0,86.0,179
GJ4660,California,"Outer Sunset, San Francisco.",2,1,Apartment,280.0,97.0,155
NC6876,Massachusetts,"Dorchester, Boston.",8,6,Apartment,3.0,100.0,199
XE4176,CALIFORNIA,"Hollywood Hills, Los Angeles.",1,1,Apartment,6.0,96.0,100
RZ1708,ILLINOIS,"Logan Square, Chicago.",4,3,Apartment,1.0,97.0,199
EK3067,illinois,"Humboldt Park, Chicago.",6,3,Apartment,67.0,92.0,70
HS7387,Illinois,"Logan Square, Chicago.",4,2,Apartment,3.0,93.0,100
RI9220,massachusetts,"Beacon Hill, Boston.",2,1,Apartment,65.0,97.0,139
LT7851,CALIFORNIA,"Westlake, Los Angeles.",4,1,Apartment,13.0,97.0,125
AF2380,California,"Mission Terrace, San Francisco.",1,1,House,31.0,97.0,79
LD1958,massachusetts,"Fenway/Kenmore, Boston.",4,2,Apartment,6.0,86.0,100
CZ2702,MASSACHUSETTS,"East Boston, Boston.",4,2,Apartment,37.0,96.0,139
LL9110,massachusetts,"Allston-Brighton, Boston.",2,1,Apartment,2.0,89.0,52
DJ8141,ILLINOIS,"South Loop/Printers Row, Chicago.",4,1,Apartment,14.0,93.0,125
IN3401,ILLINOIS,"Near North Side, Chicago.",3,2,Apartment,65.0,87.0,115
PF1833,California,"Long Beach, Los Angeles.",2,1,Apartment,36.0,94.0,95
PV2184,illinois,"Wicker Park, Chicago.",6,4,Apartment,61.0,89.0,119
II7665,MASSACHUSETTS,"South Boston, Boston.",6,3,Apartment,192.0,97.0,199
MV2473,Illinois,"Boystown, Chicago.",2,1,Condominium,7.0,100.0,125
ZI2777,massachusetts,"Allston-Brighton, Boston.",3,2,House,78.0,96.0,104
CU5639,illinois,"North Center, Chicago.",2,1,House,96.0,95.0,100
IX6101,Illinois,"Near North Side, Chicago.",4,2,Apartment,5.0,100.0,150
SE4058,California,"Del Rey, Los Angeles.",5,2,Apartment,25.0,96.0,144
UA9650,ILLINOIS,"Woodlawn, Chicago.",2,1,House,23.0,96.0,45
XM5456,illinois,"Andersonville, Chicago.",6,3,Apartment,31.0,97.0,150
PW6513,CALIFORNIA,"Cole Valley, San Francisco.",2,1,Apartment,39.0,98.0,129
VQ2138,Massachusetts,"North End, Boston.",5,3,Apartment,5.0,60.0,137
WT1200,Illinois,"Logan Square, Chicago.",5,2,Apartment,53.0,93.0,129
YB4677,MASSACHUSETTS,"North End, Boston.",5,3,Apartment,8.0,89.0,146
ND6442,California,"Hollywood, Los Angeles.",2,1,Apartment,12.0,92.0,95
RK6522,MASSACHUSETTS,"Dorchester, Boston.",5,2,Apartment,11.0,93.0,103
UH2394,ILLINOIS,"Gold Coast, Chicago.",3,1,Apartment,89.0,92.0,104
VA3751,california,"Western Addition/NOPA, San Francisco.",2,1,Apartment,19.0,99.0,119
BT6049,illinois,"Bronzeville, Chicago.",8,4,Other,45.0,96.0,89
SJ1414,california,"West Los Angeles, Los Angeles.",2,1,Condominium,1.0,78.0,104
BO4490,illinois,"South Shore, Chicago.",2,1,House,14.0,96.0,109
XT1739,California,"Mar Vista, Los Angeles.",2,1,House,117.0,94.0,72
VM6192,ILLINOIS,"Uptown, Chicago.",2,1,Condominium,9.0,91.0,54
MP6290,california,"Mid-Wilshire, Los Angeles.",7,4,House,42.0,97.0,195
DA5856,Massachusetts,"Back Bay, Boston.",2,1,Apartment,15.0,97.0,114
HZ7759,Massachusetts,"Roxbury, Boston.",4,1,Bed & Breakfast,188.0,84.0,62
SG6357,Illinois,"Pilsen, Chicago.",5,3,Apartment,73.0,93.0,104
UT6002,massachusetts,"Downtown Crossing, Boston.",4,2,Apartment,8.0,83.0,128
MI1608,Massachusetts,"Allston-Brighton, Boston.",2,1,House,7.0,96.0,119
DJ9326,ILLINOIS,"Bridgeport, Chicago.",6,3,Apartment,29.0,94.0,129
BC7046,California,"South LA, Los Angeles.",6,2,House,14.0,92.0,139
SE1913,California,"Mid-Wilshire, Los Angeles.",2,1,House,66.0,92.0,65
CS2644,MASSACHUSETTS,"South Boston, Boston.",5,3,Apartment,2.0,100.0,100
RW6893,Illinois,"Wicker Park, Chicago.",2,1,Townhouse,1.0,100.0,125
ND1442,California,"Studio City, Los Angeles.",4,2,Apartment,5.0,100.0,184
RE8107,CALIFORNIA,"Downtown, Los Angeles.",2,1,Condominium,9.0,93.0,119
RX9149,CALIFORNIA,"Westwood, Los Angeles.",2,1,Apartment,16.0,96.0,115
IM4423,California,"Mission District, San Francisco.",2,1,Condominium,24.0,97.0,164
HH9732,California,"Long Beach, Los Angeles.",4,2,Loft,22.0,95.0,100
TY3477,california,"Mid-Wilshire, Los Angeles.",2,1,Apartment,3.0,80.0,69
RT6472,Illinois,"Bronzeville, Chicago.",6,2,Loft,12.0,98.0,144
KS3394,ILLINOIS,"Bridgeport, Chicago.",6,3,Apartment,8.0,89.0,139
MT6046,California,"Inglewood, Los Angeles.",6,2,Apartment,29.0,92.0,128
DE6323,illinois,"South Loop/Printers Row, Chicago.",2,1,Condominium,0.0,,79
PZ8424,illinois,"Printers Row, Chicago.",2,1,Apartment,19.0,97.0,160
NE7428,Illinois,"Logan Square, Chicago.",2,1,Townhouse,25.0,97.0,104
ML1479,Massachusetts,"South End, Boston.",2,1,Apartment,16.0,82.0,144
VN6904,CALIFORNIA,"Glendale, Los Angeles.",2,1,House,14.0,83.0,98
DS2247,Illinois,"Kenwood, Chicago.",2,1,Townhouse,8.0,87.0,69
PT7502,California,"West Hollywood, Los Angeles.",2,1,Apartment,69.0,90.0,139
HB5515,ILLINOIS,"Humboldt Park, Chicago.",3,2,House,19.0,87.0,59
JB3386,ILLINOIS,"Humboldt Park, Chicago.",4,2,Apartment,19.0,99.0,128
UH6944,CALIFORNIA,"Cow Hollow, San Francisco.",2,1,Apartment,119.0,87.0,108
JS7518,california,"Burbank, Los Angeles.",2,1,House,13.0,97.0,46
CJ2022,CALIFORNIA,"Westwood, Los Angeles.",3,2,Condominium,59.0,98.0,169
UD8253,MASSACHUSETTS,"Fenway/Kenmore, Boston.",3,1,Apartment,1.0,100.0,124
QO2932,california,"Echo Park, Los Angeles.",2,1,House,39.0,96.0,125
VJ4273,Illinois,"South Loop/Printers Row, Chicago.",4,2,Apartment,79.0,97.0,110
BP2305,california,"Altadena, Los Angeles.",2,1,Apartment,1.0,100.0,150
SG3664,California,"Long Beach, Los Angeles.",2,1,Condominium,5.0,95.0,100
ME5527,ILLINOIS,"Garfield Park, Chicago.",2,1,House,0.0,,52
CB6890,California,"Venice, Los Angeles.",4,2,Apartment,2.0,97.0,119
PL4100,California,"Venice, Los Angeles.",4,1,Apartment,4.0,94.0,129
CV1763,California,"Pasadena, Los Angeles.",2,1,Apartment,3.0,90.0,110
SE5137,MASSACHUSETTS,"Downtown Crossing, Boston.",2,1,Apartment,26.0,98.0,119
MG7647,Massachusetts,"Beacon Hill, Boston.",2,1,Condominium,1.0,99.0,139
DJ5793,california,"Potrero Hill, San Francisco.",2,1,House,173.0,99.0,133
VT8773,California,"Brentwood, Los Angeles.",1,1,Apartment,3.0,87.0,48
LR8902,massachusetts,"Back Bay, Boston.",2,1,Apartment,3.0,87.0,103
ZK9223,Massachusetts,"Jamaica Plain, Boston.",3,1,Apartment,3.0,86.0,119
JL2317,CALIFORNIA,"Echo Park, Los Angeles.",2,1,Apartment,3.0,100.0,100
DN8721,massachusetts,"West End, Boston.",4,1,Apartment,1.0,60.0,198
UI9238,California,"Hollywood, Los Angeles.",3,2,Apartment,208.0,85.0,128
WK1781,MASSACHUSETTS,"Dorchester, Boston.",4,2,Condominium,4.0,100.0,110
EQ6390,illinois,"Bucktown, Chicago.",2,2,Townhouse,48.0,94.0,125
HM2399,California,"Venice, Los Angeles.",2,1,Apartment,16.0,94.0,98
CV7210,Massachusetts,"Allston-Brighton, Boston.",4,2,Apartment,2.0,98.0,119
FJ2698,california,"Venice, Los Angeles.",3,2,House,183.0,94.0,98
GF1215,Massachusetts,"Dorchester, Boston.",2,2,House,1.0,100.0,150
JF3950,Illinois,"Old Town, Chicago.",3,1,House,23.0,96.0,100
RZ4327,CALIFORNIA,"South Pasadena, Los Angeles.",6,3,House,84.0,96.0,149
QN4696,ILLINOIS,"Uptown, Chicago.",2,1,House,3.0,99.0,59
IV4223,Illinois,"Pilsen, Chicago.",2,1,Apartment,19.0,91.0,45
OM2994,Massachusetts,"South End, Boston.",2,1,Townhouse,55.0,98.0,160
ZW1503,california,"Hollywood, Los Angeles.",4,2,Apartment,209.0,86.0,149
HA6843,California,"Hollywood, Los Angeles.",4,2,Apartment,64.0,95.0,119
VB5165,California,"Silver Lake, Los Angeles.",2,1,Apartment,36.0,96.0,129
GP6325,massachusetts,"Allston-Brighton, Boston.",4,2,Apartment,2.0,100.0,110
MK5242,Illinois,"Lakeview, Chicago.",9,1,Apartment,6.0,99.0,169
OL6123,California,"San Pedro, Los Angeles.",3,2,Townhouse,10.0,94.0,44
JN7997,Illinois,"Lincoln Park, Chicago.",3,1,Condominium,4.0,99.0,68
PI9997,illinois,"Uptown, Chicago.",2,1,Condominium,1.0,100.0,125
AH2023,California,"Balboa Terrace, San Francisco.",2,1,Condominium,49.0,95.0,79
JM9781,CALIFORNIA,"Bernal Heights, San Francisco.",4,2,House,12.0,96.0,175
HH9751,CALIFORNIA,"West Los Angeles, Los Angeles.",3,2,Apartment,1.0,99.0,175
IM7986,Massachusetts,"Fenway/Kenmore, Boston.",5,2,Apartment,2.0,80.0,189
AE1047,ILLINOIS,"Lakeview, Chicago.",4,2,Apartment,5.0,99.0,98
JF5055,massachusetts,"Back Bay, Boston.",8,3,Apartment,64.0,87.0,160
EE9152,California,"Mission District, San Francisco.",2,1,Apartment,6.0,92.0,115
TF1806,Massachusetts,"Downtown Crossing, Boston.",2,1,Apartment,3.0,99.0,146
GV6381,California,"Mission District, San Francisco.",2,1,House,1.0,99.0,69
FQ4571,California,"Richmond District, San Francisco.",2,1,Apartment,1.0,99.0,100
XX1793,massachusetts,"Roxbury, Boston.",4,2,Apartment,8.0,95.0,166
OS7637,California,"Outer Sunset, San Francisco.",4,1,House,36.0,84.0,115
MM9566,Massachusetts,"Dorchester, Boston.",2,2,Bed & Breakfast,35.0,98.0,100
IT3003,California,"Bayview, San Francisco.",3,2,Dorm,86.0,84.0,68
HI2403,illinois,"Loop, Chicago.",4,1,Apartment,1.0,98.0,102
LL1468,California,"Santa Monica, Los Angeles.",1,1,Condominium,70.0,96.0,68
TR7503,CALIFORNIA,"Burbank, Los Angeles.",5,2,Guesthouse,1.0,99.0,135
QU8730,california,"Echo Park, Los Angeles.",2,1,House,12.0,98.0,89
UH5900,Massachusetts,"Theater District, Boston.",4,2,Apartment,3.0,65.0,139
SI6519,California,"Nob Hill, San Francisco.",2,2,Apartment,1.0,98.0,150
GV1676,california,"Richmond District, San Francisco.",2,1,Apartment,36.0,96.0,111
IJ8406,Illinois,"Woodlawn, Chicago.",6,3,Apartment,3.0,93.0,125
AW2349,CALIFORNIA,"Mid-Wilshire, Los Angeles.",3,1,Guesthouse,1.0,99.0,110
WH3728,MASSACHUSETTS,"Mission Hill, Boston.",2,1,Apartment,6.0,100.0,70
QT5901,California,"Silver Lake, Los Angeles.",3,1,Apartment,14.0,90.0,149
LI1696,CALIFORNIA,"Glendale, Los Angeles.",4,1,House,7.0,88.0,88
JM6756,Massachusetts,"South Boston, Boston.",4,2,Apartment,7.0,92.0,110
KD9502,illinois,"Ukrainian Village, Chicago.",7,4,Apartment,15.0,94.0,199
ZO3261,MASSACHUSETTS,"Mission Hill, Boston.",3,1,Apartment,1.0,99.0,126
EK1141,MASSACHUSETTS,"South End, Boston.",2,1,Apartment,38.0,99.0,146
OY4425,CALIFORNIA,"Mid-Wilshire, Los Angeles.",2,1,Apartment,1.0,98.0,100
ML9227,MASSACHUSETTS,"South Boston, Boston.",2,1,Condominium,40.0,94.0,108
JK5659,CALIFORNIA,"Glendale, Los Angeles.",9,4,House,84.0,97.0,159
RY3631,MASSACHUSETTS,"Back Bay, Boston.",2,1,Apartment,48.0,86.0,128
RM9271,illinois,"Lincoln Park, Chicago.",2,1,Apartment,0.0,,64
QO8555,California,"Excelsior, San Francisco.",7,4,House,3.0,82.0,199
EO2198,ILLINOIS,"South Loop/Printers Row, Chicago.",2,1,Apartment,4.0,98.0,115
TA9777,California,"Pacific Heights, San Francisco.",2,1,Condominium,0.0,,115
CR8023,California,"Hollywood, Los Angeles.",6,3,Apartment,31.0,95.0,122
CP5861,Massachusetts,"Jamaica Plain, Boston.",2,1,Apartment,22.0,99.0,132
FK9919,California,"Marina, San Francisco.",2,1,Apartment,7.0,100.0,115
RP1043,California,"Hollywood, Los Angeles.",2,1,Apartment,67.0,93.0,79
GX4621,california,"Venice, Los Angeles.",2,1,Apartment,1.0,99.0,100
CP8501,CALIFORNIA,"Downtown, Los Angeles.",3,3,Apartment,120.0,97.0,133
TM7390,california,"Venice, Los Angeles.",4,3,Apartment,110.0,91.0,175
CR4604,illinois,"Uptown, Chicago.",2,1,Apartment,24.0,83.0,71
DU8140,Massachusetts,"Allston-Brighton, Boston.",2,1,Apartment,5.0,98.0,89
BJ1202,massachusetts,"Beacon Hill, Boston.",2,1,Apartment,34.0,95.0,188
RO9410,MASSACHUSETTS,"West Roxbury, Boston.",4,2,House,83.0,97.0,70
GW1560,california,"Sherman Oaks, Los Angeles.",1,1,Apartment,4.0,95.0,62
DY9599,CALIFORNIA,"Mount Washington, Los Angeles.",4,4,House,11.0,96.0,156
FC3287,california,"Mount Washington, Los Angeles.",2,1,Apartment,54.0,95.0,88
SK9468,California,"Glendale, Los Angeles.",8,2,Apartment,24.0,92.0,198
KW6361,Illinois,"Hyde Park, Chicago.",2,1,Apartment,6.0,97.0,110
YX4772,CALIFORNIA,"Long Beach, Los Angeles.",4,2,Apartment,8.0,95.0,98
ZE9015,California,"Sherman Oaks, Los Angeles.",4,2,Apartment,8.0,83.0,128
NN9839,California,"Noe Valley, San Francisco.",2,1,House,168.0,96.0,102
PC8454,Massachusetts,"Chinatown, Boston.",3,1,Apartment,1.0,99.0,139
YR2785,California,"Sunnyside, San Francisco.",1,1,House,64.0,92.0,59
WI3157,CALIFORNIA,"Mid-Wilshire, Los Angeles.",2,1,Apartment,20.0,99.0,59
GM8134,CALIFORNIA,"Richmond District, San Francisco.",2,1,Apartment,50.0,94.0,127
JX5744,MASSACHUSETTS,"Mattapan, Boston.",3,3,Apartment,1.0,100.0,119
EP9104,Massachusetts,"South End, Boston.",2,1,Apartment,1.0,80.0,199
ND9862,Massachusetts,"East Boston, Boston.",2,1,Apartment,156.0,90.0,79
RS3911,ILLINOIS,"Wicker Park, Chicago.",2,1,Loft,34.0,92.0,50
UP4930,california,"Granada Hills North, Los Angeles.",1,1,House,20.0,91.0,110
QM3188,california,"Bayview, San Francisco.",2,1,House,115.0,96.0,144
HW7185,California,"Topanga, Los Angeles.",4,1,Yurt,60.0,94.0,100
WL7882,MASSACHUSETTS,"Beacon Hill, Boston.",2,1,Apartment,8.0,96.0,100
EI7807,California,"Atwater Village, Los Angeles.",2,1,Apartment,3.0,100.0,110
CG3641,CALIFORNIA,"Lower Haight, San Francisco.",3,1,Apartment,6.0,93.0,136
KS9652,MASSACHUSETTS,"Dorchester, Boston.",2,1,Apartment,7.0,90.0,139
EV6409,Massachusetts,"Downtown Crossing, Boston.",4,2,Apartment,23.0,87.0,119
YG1645,California,"Bernal Heights, San Francisco.",2,1,House,99.0,94.0,102
JR8380,Massachusetts,"Fenway/Kenmore, Boston.",2,1,Apartment,54.0,95.0,139
HD3172,MASSACHUSETTS,"South Boston, Boston.",6,3,Condominium,113.0,84.0,98
WP4629,california,"Mission District, San Francisco.",2,1,Apartment,5.0,100.0,59
EB8977,massachusetts,"Dorchester, Boston.",2,1,Other,9.0,94.0,79
ZZ3541,CALIFORNIA,"Hollywood Hills, Los Angeles.",2,1,House,10.0,97.0,110
SS7185,Illinois,"Logan Square, Chicago.",5,4,House,13.0,100.0,199
BO4312,Illinois,"Avondale, Chicago.",6,3,House,13.0,95.0,115
TM9496,California,"Manhattan Beach, Los Angeles.",2,1,House,1.0,100.0,85
DL1617,Massachusetts,"South End, Boston.",2,1,Apartment,8.0,98.0,199
YB4133,California,"Mid-Wilshire, Los Angeles.",2,1,Apartment,73.0,93.0,119
TK4547,California,"South Robertson, Los Angeles.",2,1,Apartment,1.0,99.0,128
CA9876,ILLINOIS,"Lincoln Park, Chicago.",2,1,Townhouse,16.0,98.0,50
RN9040,Massachusetts,"Allston-Brighton, Boston.",6,3,Apartment,19.0,92.0,128
XH5916,ILLINOIS,"Old Town, Chicago.",4,3,Apartment,15.0,94.0,110
AI9144,illinois,"Wicker Park, Chicago.",3,1,Condominium,18.0,91.0,79
PB8364,Illinois,"Avondale, Chicago.",4,2,Apartment,27.0,93.0,128
VZ4708,ILLINOIS,"Uptown, Chicago.",5,2,Apartment,15.0,97.0,98
JX9493,Illinois,"Wrigleyville, Chicago.",5,3,Apartment,62.0,96.0,117
IE3686,CALIFORNIA,"West Hollywood, Los Angeles.",4,1,House,91.0,94.0,115
OM9750,Massachusetts,"Jamaica Plain, Boston.",2,1,Condominium,24.0,97.0,125
SF2670,Massachusetts,"Charlestown, Boston.",2,2,Apartment,17.0,99.0,129
HI1188,massachusetts,"East Boston, Boston.",1,1,Apartment,1.0,98.0,44
FU7444,California,"West Hollywood, Los Angeles.",5,3,Apartment,27.0,98.0,142
IK7247,California,"North Hollywood, Los Angeles.",3,1,Apartment,7.0,100.0,74
MA6134,Massachusetts,"Beacon Hill, Boston.",2,1,Condominium,4.0,99.0,129
FD4623,MASSACHUSETTS,"Roxbury, Boston.",4,2,Apartment,2.0,100.0,150
CK7306,MASSACHUSETTS,"Jamaica Plain, Boston.",2,1,Townhouse,5.0,100.0,50
CT6532,CALIFORNIA,"Downtown, Los Angeles.",2,1,Apartment,85.0,92.0,98
FD6339,California,"South LA, Los Angeles.",1,1,Apartment,1.0,99.0,50
FJ4933,Massachusetts,"South End, Boston.",1,1,Apartment,16.0,96.0,88
NG8460,California,"Westchester/Playa Del Rey, Los Angeles.",4,2,Apartment,12.0,96.0,100
WI3419,california,"Marina Del Rey, Los Angeles.",5,2,Apartment,35.0,95.0,156
AJ2843,CALIFORNIA,"Hollywood, Los Angeles.",2,2,House,106.0,98.0,104
FF5694,massachusetts,"South End, Boston.",2,1,Apartment,95.0,97.0,133
YE9806,California,"Culver City, Los Angeles.",4,3,Apartment,16.0,98.0,142
DS3567,Massachusetts,"Beacon Hill, Boston.",2,1,Apartment,6.0,93.0,139
EK7925,Massachusetts,"Allston-Brighton, Boston.",6,4,Apartment,25.0,95.0,129
AT1142,CALIFORNIA,"Toluca Lake, Los Angeles.",2,1,Apartment,1.0,100.0,150
FN9174,massachusetts,"Jamaica Plain, Boston.",2,1,House,1.0,79.0,135
GN3830,illinois,"River North, Chicago.",2,1,Apartment,55.0,96.0,149
OZ8477,California,"Mar Vista, Los Angeles.",2,1,House,62.0,92.0,100
XA7732,Illinois,"Norwood Park, Chicago.",6,3,Apartment,14.0,92.0,74
OX2048,illinois,"Oakland, Chicago.",7,2,Townhouse,2.0,97.0,129
DR4298,Massachusetts,"Roxbury, Boston.",4,2,Apartment,90.0,88.0,166
NH9166,California,"Mount Washington, Los Angeles.",6,4,Apartment,135.0,97.0,115
PJ6577,massachusetts,"South Boston, Boston.",2,1,Apartment,7.0,91.0,175
QG6830,massachusetts,"Theater District, Boston.",4,2,Apartment,2.0,79.0,109
ZT2269,massachusetts,"Back Bay, Boston.",4,2,Apartment,55.0,94.0,119
TY9267,Massachusetts,"Roslindale, Boston.",6,3,House,21.0,92.0,104
AU1265,CALIFORNIA,"Hollywood Hills, Los Angeles.",2,1,Apartment,3.0,93.0,79
BG5317,Massachusetts,"South End, Boston.",2,1,Apartment,11.0,91.0,150
RI3418,Massachusetts,"Chinatown, Boston.",5,2,Apartment,1.0,100.0,179
HB9667,massachusetts,"Jamaica Plain, Boston.",2,1,Bed & Breakfast,12.0,93.0,70
RQ4366,california,"Mission District, San Francisco.",2,1,Loft,30.0,93.0,146
LP6045,ILLINOIS,"Loop, Chicago.",2,1,Apartment,0.0,,115
AH3876,MASSACHUSETTS,"Dorchester, Boston.",1,1,Apartment,18.0,87.0,79
HH1056,ILLINOIS,"Loop, Chicago.",2,2,Loft,6.0,86.0,125
ET3593,California,"Silver Lake, Los Angeles.",2,1,Apartment,1.0,100.0,144
IW3658,ILLINOIS,"Logan Square, Chicago.",2,1,Apartment,95.0,94.0,85
BG4878,Massachusetts,"Dorchester, Boston.",2,2,Apartment,28.0,94.0,55
ZP8116,massachusetts,"Back Bay, Boston.",3,2,Apartment,79.0,95.0,169
KS6741,California,"Mission District, San Francisco.",2,1,Apartment,69.0,94.0,104
HN4426,California,"Outer Sunset, San Francisco.",2,1,House,5.0,97.0,119
YD3671,California,"Mission District, San Francisco.",2,1,Apartment,2.0,89.0,59
SO6823,CALIFORNIA,"Hollywood, Los Angeles.",6,3,Apartment,21.0,97.0,133
FK3103,Illinois,"Lakeview, Chicago.",4,2,Apartment,2.0,89.0,106
XD4513,CALIFORNIA,"Hollywood Hills, Los Angeles.",4,3,House,54.0,97.0,106
LH7436,california,"Long Beach, Los Angeles.",2,1,Guesthouse,145.0,96.0,124
CE8316,Illinois,"Logan Square, Chicago.",4,2,Apartment,21.0,97.0,100
GX4786,California,"South LA, Los Angeles.",2,1,House,33.0,96.0,59
YL5932,CALIFORNIA,"Monrovia, Los Angeles.",6,3,House,19.0,98.0,154
GW8309,illinois,"Lincoln Square, Chicago.",2,1,House,40.0,98.0,102
VH5680,Illinois,"West Ridge, Chicago.",6,4,Apartment,17.0,97.0,71
LJ1820,CALIFORNIA,"Reseda, Los Angeles.",4,2,House,1.0,98.0,74
QX3144,California,"Los Feliz, Los Angeles.",2,1,House,66.0,96.0,150
XB4942,California,"Eagle Rock, Los Angeles.",4,2,House,5.0,87.0,74
HW9138,ILLINOIS,"Lincoln Square, Chicago.",4,2,Apartment,78.0,97.0,179
PN7000,California,"Hollywood, Los Angeles.",1,1,Apartment,9.0,89.0,119
UM8992,Massachusetts,"West Roxbury, Boston.",2,1,House,2.0,60.0,69
QE6578,California,"Mid-Wilshire, Los Angeles.",5,3,House,69.0,96.0,85
QQ4639,california,"Westside, Los Angeles.",4,1,Apartment,5.0,92.0,97
DK4026,Illinois,"Bucktown, Chicago.",4,1,Apartment,7.0,94.0,139
PM8220,California,"Manhattan Beach, Los Angeles.",2,1,Apartment,54.0,97.0,87
QB8397,California,"Mid-Wilshire, Los Angeles.",2,1,Bungalow,56.0,97.0,100
SN2126,illinois,"Uptown, Chicago.",5,3,Apartment,37.0,90.0,152
FX4972,california,"Pasadena, Los Angeles.",4,2,Apartment,43.0,95.0,125
FG2345,california,"Mid-Wilshire, Los Angeles.",2,1,Apartment,62.0,93.0,64
BN1735,Massachusetts,"Hyde Park, Boston.",5,2,Apartment,21.0,96.0,129
XC8756,Massachusetts,"Allston-Brighton, Boston.",5,3,Apartment,20.0,90.0,190
ER8369,ILLINOIS,"Wicker Park, Chicago.",3,1,Apartment,15.0,93.0,104
NY4655,california,"Glendale, Los Angeles.",3,2,Bed & Breakfast,3.0,78.0,100
XO3802,california,"Westlake, Los Angeles.",2,1,Apartment,12.0,98.0,121
KT8446,Illinois,"Logan Square, Chicago.",5,2,House,80.0,91.0,85
DG2424,California,"Long Beach, Los Angeles.",4,2,Condominium,4.0,90.0,115
PV1113,Illinois,"Logan Square, Chicago.",2,1,Apartment,53.0,94.0,64
EA3168,CALIFORNIA,"East Hollywood, Los Angeles.",6,4,Apartment,10.0,71.0,139
CA1963,massachusetts,"Back Bay, Boston.",2,1,Apartment,8.0,90.0,150
KW4349,California,"Venice, Los Angeles.",2,1,Apartment,4.0,98.0,100
ZX9794,California,"Mid-Wilshire, Los Angeles.",2,1,House,44.0,100.0,155
WL3940,ILLINOIS,"Hyde Park, Chicago.",4,2,Apartment,19.0,89.0,119
DE2004,CALIFORNIA,"Boyle Heights, Los Angeles.",3,1,House,79.0,98.0,64
EK6468,California,"West Hollywood, Los Angeles.",5,3,Apartment,2.0,99.0,138
EH4553,california,"Mission District, San Francisco.",1,1,Apartment,6.0,89.0,59
XK8818,ILLINOIS,"Rogers Park, Chicago.",4,2,Apartment,10.0,91.0,125
OI6493,Massachusetts,"Back Bay, Boston.",4,1,Apartment,16.0,94.0,150
DP9054,california,"Hollywood, Los Angeles.",2,1,Apartment,19.0,88.0,125
DZ3129,CALIFORNIA,"Brentwood, Los Angeles.",2,1,Apartment,10.0,96.0,126
QL3345,california,"Downtown, Los Angeles.",4,1,Apartment,52.0,96.0,177
UC3651,MASSACHUSETTS,"Allston-Brighton, Boston.",2,1,Apartment,1.0,100.0,115
CC5669,Massachusetts,"Downtown Crossing, Boston.",2,1,Apartment,22.0,99.0,98
GW3917,ILLINOIS,"Humboldt Park, Chicago.",4,1,Apartment,1.0,100.0,64
SK3939,California,"Torrance, Los Angeles.",10,6,House,82.0,82.0,198
VL3851,Illinois,"Gold Coast, Chicago.",4,2,Apartment,6.0,100.0,59
KQ7760,CALIFORNIA,"Mid-Wilshire, Los Angeles.",2,2,Apartment,3.0,99.0,79
OD4038,California,"Presidio, San Francisco.",2,1,Apartment,173.0,97.0,104
TJ9293,california,"Torrance, Los Angeles.",4,1,Apartment,2.0,90.0,135
OD4237,California,"El Segundo, Los Angeles.",2,1,House,12.0,97.0,76
RS6949,CALIFORNIA,"Glen Park, San Francisco.",2,1,House,52.0,98.0,119
NF1849,MASSACHUSETTS,"Back Bay, Boston.",5,2,Apartment,4.0,93.0,177
RR4859,CALIFORNIA,"West Los Angeles, Los Angeles.",2,1,Apartment,3.0,87.0,135
RA7225,ILLINOIS,"Uptown, Chicago.",2,1,Apartment,13.0,89.0,70
UV1980,Massachusetts,"Fenway/Kenmore, Boston.",4,2,Apartment,3.0,79.0,195
FK1418,California,"San Pedro, Los Angeles.",2,1,House,64.0,96.0,70
IT1593,massachusetts,"Fenway/Kenmore, Boston.",1,1,Apartment,2.0,100.0,64
TP6054,massachusetts,"Roxbury, Boston.",6,3,Apartment,24.0,95.0,128
