id,state,location,guests,beds,property_type,n_reviews,rating,price
PY4128,California,"Mid-Wilshire, Los Angeles.",6,3,House,56.0,84.0,175
SF4556,MASSACHUSETTS,"Chinatown, Boston.",4,2,Apartment,3.0,99.0,85
JX3709,california,"Long Beach, Los Angeles.",4,3,Apartment,13.0,97.0,164
EK7778,california,"Redondo Beach, Los Angeles.",4,1,House,14.0,97.0,98
CO7759,massachusetts,"South Boston, Boston.",2,1,House,146.0,93.0,69
ZL3688,California,"Malibu, Los Angeles.",16,8,Villa,7.0,92.0,1794
TJ1053,california,"Alamo Square, San Francisco.",2,1,House,25.0,91.0,125
FF5853,MASSACHUSETTS,"Allston-Brighton, Boston.",2,2,House,30.0,88.0,98
FS8844,CALIFORNIA,"Downtown, San Francisco.",2,1,Apartment,19.0,96.0,115
BT3164,Illinois,"Humboldt Park, Chicago.",2,1,Apartment,4.0,95.0,119
RJ9846,Illinois,"Loop, Chicago.",4,1,Apartment,18.0,94.0,149
LN3479,California,"East Hollywood, Los Angeles.",2,2,Apartment,19.0,98.0,88
FL3152,Illinois,"Loop, Chicago.",4,2,Apartment,3.0,87.0,109
GJ5873,Massachusetts,"North End, Boston.",6,3,Apartment,52.0,97.0,149
DT4158,Illinois,"Logan Square, Chicago.",2,1,Condominium,10.0,99.0,69
LN3479,California,"East Hollywood, Los Angeles.",2,2,Apartment,25.0,97.0,91
PJ7285,ILLINOIS,"Boystown, Chicago.",3,1,Apartment,33.0,97.0,79
DN8123,california,"Laurel Canyon, Los Angeles.",2,1,Cabin,55.0,92.0,110
GN7672,illinois,"Uptown, Chicago.",2,1,Condominium,23.0,97.0,76
VZ3018,Massachusetts,"Jamaica Plain, Boston.",2,1,Apartment,2.0,99.0,62
QP5542,massachusetts,"East Boston, Boston.",2,1,House,329.0,86.0,100
JO4931,Massachusetts,"Downtown Crossing, Boston.",3,2,Apartment,9.0,89.0,128
CW5291,California,"Civic Center, San Francisco.",2,1,Apartment,1.0,99.0,119
UM9871,Massachusetts,"Back Bay, Boston.",1,1,House,40.0,89.0,98
DV3941,California,"Mid-Wilshire, Los Angeles.",2,1,Guesthouse,86.0,93.0,129
RU4360,Illinois,"Wicker Park, Chicago.",4,2,Apartment,38.0,93.0,127
FC8427,illinois,"Lincoln Park, Chicago.",4,2,Apartment,9.0,95.0,128
EL4129,Massachusetts,"Roxbury, Boston.",2,2,Apartment,2.0,60.0,69
YQ9488,massachusetts,"South Boston, Boston.",1,1,House,68.0,97.0,105
YQ8014,Massachusetts,"Fenway/Kenmore, Boston.",3,2,Apartment,4.0,100.0,129
JJ4265,Massachusetts,"Dorchester, Boston.",4,3,Apartment,226.0,87.0,115
HF6260,California,"West Hollywood, Los Angeles.",2,1,Apartment,26.0,99.0,74
HB6896,Illinois,"Lakeview, Chicago.",2,1,Apartment,10.0,93.0,41
KZ1671,california,"Santa Monica, Los Angeles.",2,1,Apartment,102.0,91.0,109
BR7193,California,"Hollywood Hills, Los Angeles.",2,1,Apartment,38.0,98.0,74
LS9255,california,"Westwood, Los Angeles.",3,1,Apartment,2.0,90.0,100
RO7191,illinois,"Wrigleyville, Chicago.",4,2,Apartment,21.0,97.0,115
BV3279,california,"Del Rey, Los Angeles.",4,2,House,39.0,96.0,195
RP7516,massachusetts,"South End, Boston.",4,2,Condominium,39.0,92.0,159
BY7562,Massachusetts,"Jamaica Plain, Boston.",2,1,Apartment,6.0,97.0,100
XW1925,California,"Westlake, Los Angeles.",4,3,Apartment,1.0,100.0,98
BG8077,illinois,"Wrigleyville, Chicago.",2,1,Apartment,76.0,99.0,48
BR2480,Illinois,"West Town/Noble Square, Chicago.",2,1,Apartment,24.0,92.0,64
TJ8008,CALIFORNIA,"Silver Lake, Los Angeles.",2,1,Apartment,2.0,100.0,100
KZ3473,massachusetts,"Jamaica Plain, Boston.",2,1,House,37.0,93.0,110
TC1202,illinois,"Bucktown, Chicago.",5,2,Apartment,42.0,97.0,169
DT7557,California,"Downtown, Los Angeles.",5,1,Condominium,46.0,94.0,127
NL4585,Massachusetts,"Allston-Brighton, Boston.",2,1,House,66.0,90.0,119
LE7409,California,"Los Feliz, Los Angeles.",4,3,House,15.0,100.0,100
AV3392,Massachusetts,"Fenway/Kenmore, Boston.",5,2,Apartment,12.0,98.0,150
FT6599,Massachusetts,"West Roxbury, Boston.",4,1,House,2.0,100.0,125
GY2506,Massachusetts,"South Boston, Boston.",2,1,Apartment,38.0,99.0,175
ZT5326,California,"Hermosa Beach, Los Angeles.",4,2,House,29.0,97.0,150
VA1941,massachusetts,"South Boston, Boston.",2,1,Apartment,1.0,99.0,100
NK5610,illinois,"Logan Square, Chicago.",6,3,Apartment,27.0,95.0,100
ES7972,MASSACHUSETTS,"Fenway/Kenmore, Boston.",2,1,Apartment,3.0,99.0,139
UD8253,MASSACHUSETTS,"Fenway/Kenmore, Boston.",3,1,Apartment,1.0,100.0,124
YD6612,California,"Ingleside, San Francisco.",4,3,Apartment,28.0,96.0,125
ML7109,CALIFORNIA,"Ingleside, San Francisco.",2,1,Apartment,197.0,96.0,125
UD8253,MASSACHUSETTS,"Fenway/Kenmore, Boston.",3,1,Apartment,1.0,100.0,124
MY2186,Massachusetts,"South Boston, Boston.",2,1,Apartment,1.0,80.0,132
NW1547,CALIFORNIA,"Culver City, Los Angeles.",2,2,Bed & Breakfast,135.0,86.0,74
TT1073,Massachusetts,"Roxbury, Boston.",2,1,House,116.0,93.0,59
AL7285,california,"Visitacion Valley, San Francisco.",2,1,Guesthouse,11.0,84.0,59
WE8338,Illinois,"Lincoln Park, Chicago.",3,1,Apartment,19.0,97.0,100
QN1297,california,"Westside, Los Angeles.",2,1,Bed & Breakfast,152.0,99.0,104
NI8968,Massachusetts,"Back Bay, Boston.",2,1,Condominium,2.0,99.0,139
CG5924,california,"West Hollywood, Los Angeles.",4,2,Apartment,36.0,94.0,139
CC3288,california,"Silver Lake, Los Angeles.",2,1,House,7.0,96.0,70
ER9850,California,"Westside, Los Angeles.",2,1,House,66.0,95.0,100
SH7429,california,"Mission District, San Francisco.",4,2,Apartment,58.0,99.0,190
BI5135,illinois,"Ukrainian Village, Chicago.",4,2,Condominium,37.0,94.0,147
FL8660,Massachusetts,"Allston-Brighton, Boston.",1,1,Apartment,7.0,94.0,53
JD2679,CALIFORNIA,"Studio City, Los Angeles.",4,2,Guesthouse,1.0,100.0,149
YW6198,California,"Mid-Wilshire, Los Angeles.",4,2,House,178.0,95.0,100
